,his_date,temperature,pression,direction,ensoleillement,temp_humide,vent_kmh,humide_pourcent,dju_tn,dju_tx,dju_moyen,dju_base_16,temperature_test
0,2017-08-01,17.7,1012.1,210.0,0.0,16.202,0.0,86.0,18.9,24.9,21.2,0.0,17.7
1,2017-08-01,16.4,1012.1,210.0,0.0,15.55,0.0,90.0,13.9,24.7,21.8,0.0,16.4
2,2017-07-30,20.4,1007.5,217.0,0.0,17.372,10.8,76.0,17.5,28.6,21.55,0.0,20.4
3,2017-07-30,20.0,1006.7,187.0,0.0,17.14,7.2,77.0,17.5,28.6,21.55,0.0,20.0
4,2017-07-30,19.5,1006.5,301.0,0.0,17.215,14.4,81.0,17.5,28.6,21.55,0.0,19.5
5,2017-07-30,20.2,1006.2,122.0,0.0,17.7,10.8,80.0,17.5,28.6,21.55,0.0,20.2
6,2017-07-30,19.7,1006.2,329.0,0.0,17.611,14.4,83.0,17.5,28.6,21.55,0.0,19.7
7,2017-07-30,19.4,1006.8,359.0,21.0,17.02,28.8,80.0,17.5,28.6,21.55,0.0,19.4
8,2017-07-30,19.0,1007.2,135.0,127.0,16.48,18.0,78.0,17.5,28.6,21.55,0.0,19.0
9,2017-07-30,19.4,1007.9,169.0,246.0,15.336,25.2,66.0,17.5,28.6,21.55,0.0,19.4
10,2017-07-30,19.9,1008.1,316.0,332.0,15.575,32.4,65.0,17.5,28.6,21.55,0.0,19.9
11,2017-07-30,21.5,1008.7,110.0,638.0,16.3,25.2,60.0,17.5,28.6,21.55,0.0,21.5
12,2017-07-30,21.8,1009.0,256.0,835.0,15.634,32.4,53.0,17.5,28.6,21.55,0.0,21.8
13,2017-07-30,22.3,1009.1,193.0,169.0,15.786,25.2,51.0,17.5,28.6,21.55,0.0,22.3
14,2017-07-30,23.5,1009.0,335.0,397.0,15.465,21.6,43.0,17.5,28.6,21.55,0.0,23.5
15,2017-07-30,24.4,1009.4,63.0,1178.0,15.802,25.2,41.0,17.5,28.6,21.55,0.0,24.4
16,2017-07-30,23.2,1009.4,322.0,837.0,15.392,25.2,44.0,17.5,28.6,21.55,0.0,23.2
17,2017-07-30,24.4,1009.4,326.0,232.0,15.802,18.0,41.0,17.5,28.6,21.55,0.0,24.4
18,2017-07-30,23.4,1009.5,27.0,225.0,15.7,21.6,45.0,17.5,28.6,21.55,0.0,23.4
19,2017-07-30,24.3,1009.2,354.0,218.0,16.375,10.8,45.0,17.5,28.6,21.55,0.0,24.3
20,2017-07-30,24.0,1008.9,4.0,197.0,16.15,18.0,45.0,17.5,28.6,21.55,0.0,24.0
21,2017-07-30,22.8,1009.3,331.0,16.0,15.882,14.4,49.0,17.5,28.6,21.55,0.0,22.8
22,2017-07-30,21.4,1009.6,294.0,0.0,15.53,3.6,55.0,17.5,28.6,21.55,0.0,21.4
23,2017-07-30,20.3,1010.2,289.0,0.0,15.11,14.4,59.0,17.5,28.6,21.55,0.0,20.3
24,2017-07-31,19.5,1010.8,313.0,0.0,15.005,14.4,63.0,17.5,28.6,21.55,0.0,19.5
25,2017-07-31,18.6,1011.8,27.0,0.0,14.316,18.0,63.0,18.9,24.9,21.2,0.0,18.6
26,2017-07-29,18.2,1012.3,106.0,0.0,15.32,14.4,74.0,14.5,23.8,19.85,0.0,18.2
27,2017-07-29,17.7,1012.4,335.0,0.0,15.221,10.8,77.0,14.5,23.8,19.85,0.0,17.7
28,2017-07-29,17.5,1012.4,301.0,0.0,15.4,7.2,80.0,14.5,23.8,19.85,0.0,17.5
29,2017-07-29,17.7,1012.6,267.0,12.0,15.56,3.6,80.0,14.5,23.8,19.85,0.0,17.7
30,2017-07-29,17.8,1012.9,322.0,93.0,15.64,7.2,80.0,14.5,23.8,19.85,0.0,17.8
31,2017-07-29,18.5,1012.9,152.0,250.0,16.14,7.2,79.0,14.5,23.8,19.85,0.0,18.5
32,2017-07-29,20.0,1012.9,345.0,422.0,16.706,10.8,74.0,14.5,23.8,19.85,0.0,20.0
33,2017-07-29,21.5,1012.8,322.0,605.0,17.47,14.4,69.0,14.5,23.8,19.85,0.0,21.5
34,2017-07-29,24.1,1012.6,308.0,693.0,18.92,10.8,62.0,14.5,23.8,19.85,0.0,24.1
35,2017-07-29,26.6,1011.9,29.0,970.0,19.748,7.2,53.0,14.5,23.8,19.85,0.0,26.6
36,2017-07-29,26.6,1011.3,101.0,445.0,19.572,10.8,52.0,14.5,23.8,19.85,0.0,26.6
37,2017-07-29,27.5,1010.6,186.0,415.0,20.165,14.4,51.0,14.5,23.8,19.85,0.0,27.5
38,2017-07-29,28.2,1009.7,187.0,919.0,20.074,7.2,47.0,14.5,23.8,19.85,0.0,28.2
39,2017-07-29,28.0,1009.2,270.0,877.0,20.5,7.2,50.0,14.5,23.8,19.85,0.0,28.0
40,2017-07-29,27.9,1008.7,25.0,599.0,20.203,21.6,49.0,14.5,23.8,19.85,0.0,27.9
41,2017-07-29,27.5,1008.3,4.0,139.0,20.165,25.2,51.0,14.5,23.8,19.85,0.0,27.5
42,2017-07-29,26.5,1008.1,282.0,137.0,19.5,18.0,52.0,14.5,23.8,19.85,0.0,26.5
43,2017-07-29,25.1,1007.9,288.0,18.0,18.92,10.8,56.0,14.5,23.8,19.85,0.0,25.1
44,2017-07-29,23.9,1008.0,328.0,0.0,18.904,3.6,63.0,14.5,23.8,19.85,0.0,23.9
45,2017-07-29,23.2,1007.9,15.0,0.0,19.092,10.8,68.0,14.5,23.8,19.85,0.0,23.2
46,2017-07-30,22.6,1007.6,335.0,0.0,18.94,7.2,71.0,14.5,23.8,19.85,0.0,22.6
47,2017-07-30,21.3,1007.5,224.0,0.0,17.801,14.4,73.0,17.5,28.6,21.55,0.0,21.3
48,2017-07-28,16.1,1010.9,326.0,0.0,13.122,3.6,72.0,15.9,21.5,16.45,0.0,16.1
49,2017-07-29,18.4,1012.6,276.0,0.0,15.28,3.6,72.0,14.5,23.8,19.85,0.0,18.4
50,2017-07-28,16.3,1011.6,10.0,0.0,13.326,10.8,72.0,15.9,21.5,16.45,0.0,16.3
51,2017-07-28,15.9,1012.0,9.0,0.0,13.156,7.2,74.0,15.9,21.5,16.45,0.0,15.9
52,2017-07-28,15.2,1012.2,323.0,0.0,12.976,3.6,78.0,15.9,21.5,16.45,0.0,15.2
53,2017-07-28,14.5,1012.6,322.0,26.0,12.772,3.6,81.0,15.9,21.5,16.45,0.0,14.5
54,2017-07-28,15.6,1013.1,316.0,88.0,13.434,3.6,79.0,15.9,21.5,16.45,0.0,15.6
55,2017-07-28,16.1,1013.6,276.0,172.0,14.01,10.8,80.0,15.9,21.5,16.45,0.0,16.1
56,2017-07-28,16.7,1013.7,276.0,244.0,14.668,7.2,81.0,15.9,21.5,16.45,0.0,16.7
57,2017-07-28,18.5,1014.0,203.0,350.0,15.28,7.2,72.0,15.9,21.5,16.45,0.0,18.5
58,2017-07-28,21.9,1013.7,211.0,835.0,16.561,14.4,59.0,15.9,21.5,16.45,0.0,21.9
59,2017-07-28,21.4,1013.9,312.0,724.0,15.664,14.4,56.0,15.9,21.5,16.45,0.0,21.4
60,2017-07-28,21.2,1013.8,310.0,390.0,15.472,18.0,56.0,15.9,21.5,16.45,0.0,21.2
61,2017-07-28,21.3,1013.7,4.0,545.0,15.701,18.0,57.0,15.9,21.5,16.45,0.0,21.3
62,2017-07-28,22.9,1013.4,347.0,431.0,16.278,14.4,51.0,15.9,21.5,16.45,0.0,22.9
63,2017-07-28,23.6,1012.9,34.0,506.0,16.466,7.2,49.0,15.9,21.5,16.45,0.0,23.6
64,2017-07-28,23.1,1012.8,275.0,134.0,16.43,14.4,51.0,15.9,21.5,16.45,0.0,23.1
65,2017-07-28,22.3,1012.6,332.0,104.0,16.37,14.4,55.0,15.9,21.5,16.45,0.0,22.3
66,2017-07-28,21.9,1012.6,336.0,44.0,16.561,10.8,59.0,15.9,21.5,16.45,0.0,21.9
67,2017-07-28,21.4,1012.7,206.0,18.0,16.328,3.6,61.0,15.9,21.5,16.45,0.0,21.4
68,2017-07-28,20.9,1013.0,291.0,0.0,16.006,7.2,63.0,15.9,21.5,16.45,0.0,20.9
69,2017-07-28,20.5,1012.8,314.0,0.0,16.025,0.0,65.0,15.9,21.5,16.45,0.0,20.5
70,2017-07-29,19.2,1012.7,282.0,0.0,15.602,3.6,69.0,15.9,21.5,16.45,0.0,19.2
71,2017-07-29,18.3,1012.8,283.0,0.0,15.19,7.2,72.0,14.5,23.8,19.85,0.0,18.3
72,2017-07-27,17.2,1008.9,325.0,0.0,16.282,3.6,91.0,11.4,24.1,19.4,0.0,17.2
73,2017-07-29,18.4,1012.3,289.0,0.0,15.39,14.4,73.0,14.5,23.8,19.85,0.0,18.4
74,2017-07-27,16.9,1008.7,328.0,0.0,16.306,3.6,94.0,11.4,24.1,19.4,0.0,16.9
75,2017-07-27,17.1,1008.6,332.0,18.0,16.595,0.0,95.0,11.4,24.1,19.4,0.0,17.1
76,2017-07-27,16.3,1008.8,354.0,14.0,15.742,7.2,94.0,11.4,24.1,19.4,0.0,16.3
77,2017-07-27,16.0,1009.0,8.0,76.0,15.64,0.0,96.0,11.4,24.1,19.4,0.0,16.0
78,2017-07-27,17.1,1009.3,320.0,169.0,16.494,0.0,94.0,11.4,24.1,19.4,0.0,17.1
79,2017-07-27,17.3,1008.4,16.0,109.0,16.373,7.2,91.0,11.4,24.1,19.4,0.0,17.3
80,2017-07-27,18.1,1008.3,348.0,619.0,16.77,7.2,88.0,11.4,24.1,19.4,0.0,18.1
81,2017-07-27,19.7,1008.3,10.0,541.0,16.909,14.4,77.0,11.4,24.1,19.4,0.0,19.7
82,2017-07-27,20.2,1007.9,316.0,485.0,16.312,18.0,69.0,11.4,24.1,19.4,0.0,20.2
83,2017-07-27,20.2,1007.7,27.0,374.0,15.928,14.4,66.0,11.4,24.1,19.4,0.0,20.2
84,2017-07-27,20.8,1007.8,354.0,292.0,15.38,18.0,58.0,11.4,24.1,19.4,0.0,20.8
85,2017-07-27,21.3,1008.1,10.0,297.0,15.701,14.4,57.0,11.4,24.1,19.4,0.0,21.3
86,2017-07-27,21.3,1008.2,4.0,334.0,14.627,14.4,49.0,11.4,24.1,19.4,0.0,21.3
87,2017-07-27,20.6,1008.1,33.0,183.0,14.31,14.4,51.0,11.4,24.1,19.4,0.0,20.6
88,2017-07-27,20.3,1008.4,328.0,93.0,14.07,18.0,51.0,11.4,24.1,19.4,0.0,20.3
89,2017-07-27,20.0,1008.8,339.0,23.0,13.96,10.8,52.0,11.4,24.1,19.4,0.0,20.0
90,2017-07-27,19.5,1009.4,23.0,0.0,13.925,7.2,55.0,11.4,24.1,19.4,0.0,19.5
91,2017-07-27,18.6,1009.9,309.0,0.0,13.784,3.6,59.0,11.4,24.1,19.4,0.0,18.6
92,2017-07-28,17.1,1010.1,309.0,0.0,13.374,3.6,66.0,11.4,24.1,19.4,0.0,17.1
93,2017-07-28,16.2,1010.4,317.0,0.0,13.0,3.6,70.0,15.9,21.5,16.45,0.0,16.2
94,2017-07-26,14.4,1013.0,4.0,0.0,12.52,0.0,80.0,14.7,21.4,17.25,0.0,14.4
95,2017-07-27,17.5,1009.2,281.0,0.0,16.45,7.2,90.0,11.4,24.1,19.4,0.0,17.5
96,2017-07-26,12.4,1012.5,4.0,0.0,11.4,0.0,90.0,14.7,21.4,17.25,0.0,12.4
97,2017-07-28,16.1,1011.3,339.0,0.0,13.233,7.2,73.0,15.9,21.5,16.45,0.0,16.1
98,2017-07-26,12.2,1012.3,348.0,0.0,11.4,0.0,92.0,14.7,21.4,17.25,0.0,12.2
99,2017-07-26,12.2,1012.3,346.0,25.0,11.3,0.0,91.0,14.7,21.4,17.25,0.0,12.2
100,2017-07-26,14.9,1011.9,226.0,192.0,13.508,0.0,86.0,14.7,21.4,17.25,0.0,14.9
101,2017-07-26,17.9,1012.1,228.0,392.0,15.165,3.6,75.0,14.7,21.4,17.25,0.0,17.9
102,2017-07-26,21.2,1011.9,212.0,543.0,16.372,3.6,63.0,14.7,21.4,17.25,0.0,21.2
103,2017-07-26,23.3,1011.4,320.0,735.0,17.69,7.2,58.0,14.7,21.4,17.25,0.0,23.3
104,2017-07-26,22.2,1011.0,195.0,540.0,16.856,7.2,59.0,14.7,21.4,17.25,0.0,22.2
105,2017-07-26,23.4,1010.6,165.0,490.0,18.228,10.8,61.0,14.7,21.4,17.25,0.0,23.4
106,2017-07-26,21.6,1010.4,346.0,424.0,16.69,14.4,63.0,14.7,21.4,17.25,0.0,21.6
107,2017-07-26,20.4,1010.4,187.0,410.0,18.024,18.0,81.0,14.7,21.4,17.25,0.0,20.4
108,2017-07-26,20.1,1010.3,349.0,123.0,17.721,10.8,81.0,14.7,21.4,17.25,0.0,20.1
109,2017-07-26,19.4,1009.9,318.0,262.0,18.25,14.4,90.0,14.7,21.4,17.25,0.0,19.4
110,2017-07-26,19.4,1009.8,299.0,84.0,18.284,14.4,91.0,14.7,21.4,17.25,0.0,19.4
111,2017-07-26,19.9,1009.5,334.0,77.0,18.491,3.6,89.0,14.7,21.4,17.25,0.0,19.9
112,2017-07-26,20.0,1009.2,229.0,35.0,18.46,3.6,88.0,14.7,21.4,17.25,0.0,20.0
113,2017-07-26,19.8,1009.2,260.0,32.0,18.52,7.2,90.0,14.7,21.4,17.25,0.0,19.8
114,2017-07-26,18.8,1009.5,324.0,0.0,17.856,3.6,92.0,14.7,21.4,17.25,0.0,18.8
115,2017-07-26,18.4,1009.7,287.0,0.0,17.374,0.0,91.0,14.7,21.4,17.25,0.0,18.4
116,2017-07-27,18.2,1009.4,162.0,0.0,17.192,14.4,91.0,14.7,21.4,17.25,0.0,18.2
117,2017-07-27,17.8,1009.2,359.0,0.0,16.828,10.8,91.0,11.4,24.1,19.4,0.0,17.8
118,2017-07-25,15.7,1015.0,4.0,0.0,14.428,14.4,87.0,13.1,18.9,15.85,0.15,15.7
119,2017-07-27,17.2,1009.0,318.0,0.0,16.282,3.6,91.0,11.4,24.1,19.4,0.0,17.2
120,2017-07-25,15.2,1014.3,17.0,0.0,14.22,7.2,90.0,13.1,18.9,15.85,0.15,15.2
121,2017-07-27,17.2,1008.6,338.0,0.0,16.486,3.6,93.0,11.4,24.1,19.4,0.0,17.2
122,2017-07-25,14.8,1014.0,307.0,0.0,14.1,10.8,93.0,13.1,18.9,15.85,0.15,14.8
123,2017-07-25,14.9,1014.0,354.0,12.0,14.2,14.4,93.0,13.1,18.9,15.85,0.15,14.9
124,2017-07-25,15.4,1013.9,23.0,118.0,14.332,14.4,89.0,13.1,18.9,15.85,0.15,15.4
125,2017-07-25,15.4,1014.3,349.0,81.0,14.44,14.4,89.0,13.1,18.9,15.85,0.15,15.4
126,2017-07-25,16.4,1014.2,23.0,121.0,14.788,18.0,84.0,13.1,18.9,15.85,0.15,16.4
127,2017-07-25,16.6,1014.3,39.0,162.0,14.668,18.0,81.0,13.1,18.9,15.85,0.15,16.6
128,2017-07-25,16.9,1014.5,4.0,195.0,14.89,18.0,80.0,13.1,18.9,15.85,0.15,16.9
129,2017-07-25,17.8,1014.2,290.0,311.0,15.304,10.8,77.0,13.1,18.9,15.85,0.15,17.8
130,2017-07-25,17.3,1014.2,10.0,111.0,15.446,21.6,82.0,13.1,18.9,15.85,0.15,17.3
131,2017-07-25,19.3,1013.5,26.0,318.0,15.923,18.0,71.0,13.1,18.9,15.85,0.15,19.3
132,2017-07-25,20.1,1013.0,14.0,346.0,15.78,18.0,66.0,13.1,18.9,15.85,0.15,20.1
133,2017-07-25,20.0,1013.0,110.0,323.0,15.65,21.6,65.0,13.1,18.9,15.85,0.15,20.0
134,2017-07-25,21.1,1012.7,18.0,469.0,15.9,14.4,60.0,13.1,18.9,15.85,0.15,21.1
135,2017-07-25,20.7,1012.4,349.0,376.0,15.43,21.6,59.0,13.1,18.9,15.85,0.15,20.7
136,2017-07-25,20.4,1012.7,331.0,81.0,14.93,18.0,57.0,13.1,18.9,15.85,0.15,20.4
137,2017-07-25,19.8,1012.9,82.0,35.0,14.708,14.4,59.0,13.1,18.9,15.85,0.15,19.8
138,2017-07-25,18.2,1013.1,337.0,0.0,14.26,3.6,65.0,13.1,18.9,15.85,0.15,18.2
139,2017-07-25,17.0,1013.0,4.0,0.0,13.54,3.6,68.0,13.1,18.9,15.85,0.15,17.0
140,2017-07-26,16.0,1012.9,23.0,0.0,13.13,3.6,73.0,13.1,18.9,15.85,0.15,16.0
141,2017-07-26,15.3,1013.3,4.0,0.0,12.961,7.2,77.0,14.7,21.4,17.25,0.0,15.3
142,2017-07-24,14.4,1011.3,4.0,0.0,13.9,7.2,95.0,12.8,21.3,18.15,0.0,14.4
143,2017-07-26,13.2,1012.7,4.0,0.0,11.88,0.0,86.0,14.7,21.4,17.25,0.0,13.2
144,2017-07-24,17.9,1012.4,12.0,162.0,15.72,28.8,80.0,12.8,21.3,18.15,0.0,17.9
145,2017-07-26,11.7,1012.2,4.0,0.0,10.73,0.0,90.0,14.7,21.4,17.25,0.0,11.7
146,2017-07-24,16.4,1013.2,341.0,81.0,15.124,18.0,87.0,12.8,21.3,18.15,0.0,16.4
147,2017-07-24,16.4,1013.6,359.0,76.0,14.9,21.6,85.0,12.8,21.3,18.15,0.0,16.4
148,2017-07-24,16.2,1014.2,359.0,16.0,14.8,18.0,85.0,12.8,21.3,18.15,0.0,16.2
149,2017-07-24,15.8,1014.7,11.0,0.0,14.532,14.4,87.0,12.8,21.3,18.15,0.0,15.8
150,2017-07-24,15.7,1015.1,21.0,0.0,14.542,21.6,88.0,12.8,21.3,18.15,0.0,15.7
151,2017-07-25,15.5,1015.3,354.0,0.0,14.55,18.0,90.0,12.8,21.3,18.15,0.0,15.5
152,2017-07-25,15.4,1015.1,17.0,0.0,14.44,14.4,90.0,13.1,18.9,15.85,0.15,15.4
153,2017-07-23,13.9,1013.0,309.0,0.0,12.34,3.6,83.0,15.0,22.7,18.3,0.0,13.9
154,2017-07-25,15.3,1014.6,359.0,0.0,14.224,14.4,89.0,13.1,18.9,15.85,0.15,15.3
155,2017-07-24,17.8,1011.8,23.0,480.0,16.072,25.2,84.0,12.8,21.3,18.15,0.0,17.8
156,2017-07-24,16.2,1011.8,333.0,148.0,15.464,18.0,92.0,12.8,21.3,18.15,0.0,16.2
157,2017-07-24,16.7,1011.6,4.0,127.0,14.776,21.6,81.0,12.8,21.3,18.15,0.0,16.7
158,2017-07-24,16.3,1011.6,349.0,445.0,14.686,14.4,84.0,12.8,21.3,18.15,0.0,16.3
159,2017-07-24,15.4,1011.7,29.0,153.0,14.332,14.4,89.0,12.8,21.3,18.15,0.0,15.4
160,2017-07-24,14.7,1011.6,28.0,118.0,13.7,18.0,90.0,12.8,21.3,18.15,0.0,14.7
161,2017-07-24,14.1,1011.6,8.0,176.0,13.3,14.4,92.0,12.8,21.3,18.15,0.0,14.1
162,2017-07-24,13.4,1011.4,12.0,74.0,12.9,14.4,95.0,12.8,21.3,18.15,0.0,13.4
163,2017-07-24,13.2,1011.3,28.0,9.0,12.7,21.6,95.0,12.8,21.3,18.15,0.0,13.2
164,2017-07-24,13.5,1011.1,24.0,0.0,13.1,14.4,96.0,12.8,21.3,18.15,0.0,13.5
165,2017-07-24,13.5,1011.2,334.0,0.0,13.1,10.8,96.0,12.8,21.3,18.15,0.0,13.5
166,2017-07-24,13.8,1011.2,18.0,0.0,13.4,14.4,96.0,12.8,21.3,18.15,0.0,13.8
167,2017-07-24,14.0,1011.4,20.0,0.0,13.5,14.4,95.0,12.8,21.3,18.15,0.0,14.0
168,2017-07-23,13.2,1013.4,229.0,0.0,11.56,7.2,82.0,15.0,22.7,18.3,0.0,13.2
169,2017-07-25,14.8,1014.0,10.0,0.0,14.0,14.4,92.0,13.1,18.9,15.85,0.15,14.8
170,2017-07-23,12.9,1013.6,230.0,0.0,11.66,10.8,87.0,15.0,22.7,18.3,0.0,12.9
171,2017-07-23,12.8,1013.9,316.0,54.0,11.64,14.4,88.0,15.0,22.7,18.3,0.0,12.8
172,2017-07-23,13.7,1014.2,37.0,58.0,12.46,14.4,87.0,15.0,22.7,18.3,0.0,13.7
173,2017-07-23,14.8,1014.5,283.0,149.0,13.128,7.2,83.0,15.0,22.7,18.3,0.0,14.8
174,2017-07-23,16.0,1014.7,310.0,236.0,13.68,14.4,78.0,15.0,22.7,18.3,0.0,16.0
175,2017-07-23,17.5,1014.6,20.0,373.0,13.875,18.0,67.0,15.0,22.7,18.3,0.0,17.5
176,2017-07-23,17.9,1014.9,335.0,575.0,13.642,21.6,62.0,15.0,22.7,18.3,0.0,17.9
177,2017-07-23,19.4,1015.0,14.0,369.0,14.166,10.8,58.0,15.0,22.7,18.3,0.0,19.4
178,2017-07-23,19.9,1014.9,222.0,684.0,14.003,14.4,53.0,15.0,22.7,18.3,0.0,19.9
179,2017-07-23,20.2,1014.5,319.0,555.0,14.25,14.4,53.0,15.0,22.7,18.3,0.0,20.2
180,2017-07-23,20.5,1014.1,310.0,473.0,14.1,18.0,50.0,15.0,22.7,18.3,0.0,20.5
181,2017-07-23,20.9,1013.7,321.0,251.0,14.144,18.0,48.0,15.0,22.7,18.3,0.0,20.9
182,2017-07-23,20.4,1013.4,336.0,246.0,14.36,14.4,52.0,15.0,22.7,18.3,0.0,20.4
183,2017-07-23,18.9,1013.6,321.0,91.0,13.713,21.6,57.0,15.0,22.7,18.3,0.0,18.9
184,2017-07-23,18.3,1013.1,18.0,46.0,14.718,7.2,68.0,15.0,22.7,18.3,0.0,18.3
185,2017-07-23,16.8,1012.8,335.0,9.0,14.78,0.0,80.0,15.0,22.7,18.3,0.0,16.8
186,2017-07-23,16.1,1012.4,303.0,0.0,14.718,0.0,86.0,15.0,22.7,18.3,0.0,16.1
187,2017-07-23,15.1,1012.3,27.0,0.0,14.209,3.6,91.0,15.0,22.7,18.3,0.0,15.1
188,2017-07-24,14.9,1012.0,4.0,0.0,14.3,3.6,94.0,15.0,22.7,18.3,0.0,14.9
189,2017-07-24,14.5,1011.5,11.0,0.0,14.1,14.4,95.0,12.8,21.3,18.15,0.0,14.5
190,2017-07-22,17.8,1008.5,310.0,0.0,13.666,3.6,63.0,13.9,25.8,21.1,0.0,17.8
191,2017-07-24,18.2,1012.0,337.0,84.0,16.09,25.2,81.0,12.8,21.3,18.15,0.0,18.2
192,2017-07-22,16.6,1008.5,216.0,0.0,13.748,7.2,73.0,13.9,25.8,21.1,0.0,16.6
193,2017-07-24,18.1,1012.8,12.0,69.0,15.67,25.2,78.0,12.8,21.3,18.15,0.0,18.1
194,2017-07-22,16.8,1008.7,229.0,0.0,14.308,3.6,76.0,13.9,25.8,21.1,0.0,16.8
195,2017-07-22,16.9,1008.9,91.0,21.0,14.533,3.6,77.0,13.9,25.8,21.1,0.0,16.9
196,2017-07-22,16.6,1009.1,189.0,30.0,14.992,7.2,84.0,13.9,25.8,21.1,0.0,16.6
197,2017-07-22,16.2,1009.7,182.0,62.0,15.372,3.6,91.0,13.9,25.8,21.1,0.0,16.2
198,2017-07-22,16.7,1009.8,276.0,51.0,15.827,3.6,91.0,13.9,25.8,21.1,0.0,16.7
199,2017-07-22,18.4,1009.8,202.0,213.0,16.93,3.6,87.0,13.9,25.8,21.1,0.0,18.4
200,2017-07-22,18.0,1010.1,303.0,285.0,15.69,7.2,79.0,13.9,25.8,21.1,0.0,18.0
201,2017-07-22,20.2,1010.3,42.0,524.0,15.8,14.4,65.0,13.9,25.8,21.1,0.0,20.2
202,2017-07-22,20.8,1010.3,298.0,371.0,15.64,14.4,60.0,13.9,25.8,21.1,0.0,20.8
203,2017-07-22,22.5,1010.0,224.0,550.0,16.55,7.2,55.0,13.9,25.8,21.1,0.0,22.5
204,2017-07-22,22.1,1009.9,204.0,100.0,16.332,3.6,56.0,13.9,25.8,21.1,0.0,22.1
205,2017-07-22,20.3,1009.7,305.0,271.0,15.11,3.6,59.0,13.9,25.8,21.1,0.0,20.3
206,2017-07-22,20.9,1009.6,296.0,155.0,14.94,7.2,54.0,13.9,25.8,21.1,0.0,20.9
207,2017-07-22,21.0,1009.1,315.0,65.0,15.02,3.6,54.0,13.9,25.8,21.1,0.0,21.0
208,2017-07-22,19.6,1009.5,291.0,88.0,15.691,3.6,67.0,13.9,25.8,21.1,0.0,19.6
209,2017-07-22,16.0,1010.7,359.0,88.0,13.344,21.6,74.0,13.9,25.8,21.1,0.0,16.0
210,2017-07-22,15.4,1011.1,21.0,0.0,13.468,3.6,81.0,13.9,25.8,21.1,0.0,15.4
211,2017-07-22,15.2,1011.8,21.0,0.0,13.388,3.6,82.0,13.9,25.8,21.1,0.0,15.2
212,2017-07-23,15.4,1012.0,21.0,0.0,13.684,0.0,83.0,13.9,25.8,21.1,0.0,15.4
213,2017-07-23,14.6,1012.6,268.0,0.0,13.14,3.6,85.0,15.0,22.7,18.3,0.0,14.6
214,2017-07-21,15.1,1012.8,27.0,0.0,12.585,0.0,75.0,16.4,21.5,21.15,0.0,15.1
215,2017-07-23,13.4,1013.1,301.0,0.0,11.68,7.2,81.0,15.0,22.7,18.3,0.0,13.4
216,2017-07-21,14.2,1012.3,27.0,0.0,12.36,0.0,80.0,16.4,21.5,21.15,0.0,14.2
217,2017-07-23,13.3,1013.6,327.0,0.0,11.82,10.8,84.0,15.0,22.7,18.3,0.0,13.3
218,2017-07-21,14.3,1011.8,190.0,0.0,12.24,0.0,78.0,16.4,21.5,21.15,0.0,14.3
219,2017-07-21,14.8,1011.6,204.0,26.0,12.84,3.6,80.0,16.4,21.5,21.15,0.0,14.8
220,2017-07-21,15.7,1011.2,196.0,156.0,13.744,3.6,81.0,16.4,21.5,21.15,0.0,15.7
221,2017-07-21,18.7,1011.2,212.0,420.0,15.062,3.6,68.0,16.4,21.5,21.15,0.0,18.7
222,2017-07-21,19.3,1011.2,337.0,582.0,14.714,10.8,62.0,16.4,21.5,21.15,0.0,19.3
223,2017-07-21,20.6,1010.8,323.0,726.0,14.49,10.8,53.0,16.4,21.5,21.15,0.0,20.6
224,2017-07-21,22.3,1010.6,238.0,854.0,14.952,14.4,46.0,16.4,21.5,21.15,0.0,22.3
225,2017-07-21,24.1,1010.0,29.0,919.0,14.95,14.4,37.0,16.4,21.5,21.15,0.0,24.1
226,2017-07-21,23.1,1009.6,296.0,911.0,14.197,14.4,37.0,16.4,21.5,21.15,0.0,23.1
227,2017-07-21,25.1,1009.5,204.0,874.0,15.07,10.8,34.0,16.4,21.5,21.15,0.0,25.1
228,2017-07-21,25.6,1009.0,183.0,823.0,15.86,7.2,36.0,16.4,21.5,21.15,0.0,25.6
229,2017-07-21,24.5,1008.6,33.0,364.0,15.53,7.2,39.0,16.4,21.5,21.15,0.0,24.5
230,2017-07-21,23.6,1008.2,323.0,668.0,15.234,3.6,41.0,16.4,21.5,21.15,0.0,23.6
231,2017-07-21,22.6,1008.3,326.0,185.0,14.944,18.0,44.0,16.4,21.5,21.15,0.0,22.6
232,2017-07-21,22.7,1007.8,330.0,81.0,15.018,14.4,44.0,16.4,21.5,21.15,0.0,22.7
233,2017-07-21,22.6,1007.7,295.0,35.0,15.1,0.0,45.0,16.4,21.5,21.15,0.0,22.6
234,2017-07-21,21.4,1007.7,297.0,0.0,14.994,0.0,51.0,16.4,21.5,21.15,0.0,21.4
235,2017-07-21,20.3,1008.0,295.0,0.0,15.24,0.0,60.0,16.4,21.5,21.15,0.0,20.3
236,2017-07-22,20.4,1008.4,295.0,0.0,14.54,3.6,54.0,16.4,21.5,21.15,0.0,20.4
237,2017-07-22,19.0,1008.7,328.0,0.0,14.06,7.2,59.0,13.9,25.8,21.1,0.0,19.0
238,2017-07-20,20.1,1008.5,276.0,0.0,17.842,3.6,82.0,20.8,30.3,24.5,0.0,20.1
239,2017-07-22,17.2,1008.5,280.0,0.0,13.596,7.2,67.0,13.9,25.8,21.1,0.0,17.2
